id_registro,data,loja,entradas,horas_equipe,investimento_divulgacao,canal_divulgacao,desconto_campanha_pct,disponibilidade_produtos_pct,espera_media_min,cupons_emitidos,receita_liquida,lucro_bruto
R01731,2024-09-09,L2,148,39.9,111.90,WhatsApp,15,95.5,7.7,51,3313.21,1001.88
R01732,2024-09-09,L1,206,37.7,146.71,Mídia local,0,96.8,10.5,53,3172.04,1285.95
R01733,2024-09-09,L7,209,39.1,88.10,Redes sociais,0,94.4,11.6,31,2302.67,826.96
R01734,2024-09-09,L6,187,32.5,0.00,Sem divulgação,15,94.8,12.2,53,3421.99,1104.80
R01735,2024-09-09,L3,224,47.9,119.64,Redes sociais,5,94.8,9.4,34,2277.53,776.37
R01736,2024-09-09,L5,238,45.6,144.14,Mídia local,0,92.7,9.9,57,4482.20,1761.77
R01737,2024-09-10,L4,125,31.2,86.97,Mídia local,0,97.8,6.2,44,3531.79,1398.23
R01738,2024-09-10,L8,124,31.8,87.95,WhatsApp,10,94.9,7.1,45,3290.98,1235.41
R01739,2024-09-10,L2,220,33.6,68.22,Mídia local,5,95.3,15.0,39,3111.73,1099.19
R01740,2024-09-10,L1,134,32.0,0.00,Sem divulgação,0,97.2,10.1,32,2045.69,819.26
R01741,2024-09-10,L7,166,35.4,99.79,WhatsApp,0,96.0,9.3,39,3346.58,1151.88
R01742,2024-09-10,L6,207,33.8,90.46,Mídia local,5,94.7,11.8,33,2594.92,952.65
R01743,2024-09-10,L3,151,35.1,0.00,Sem divulgação,0,95.8,9.9,25,1981.68,705.57
R01744,2024-09-10,L5,219,42.3,90.19,Redes sociais,10,93.7,11.5,57,3500.00,1277.92
R01745,2024-09-11,L4,154,29.4,98.02,Redes sociais,10,95.3,9.8,38,2650.45,985.39
R01746,2024-09-11,L8,97,27.6,0.00,Sem divulgação,0,92.1,7.4,25,2163.43,863.90
R01747,2024-09-11,L2,119,28.7,0.00,Sem divulgação,10,96.1,8.6,45,3155.49,1084.06
R01748,2024-09-11,L1,147,29.8,48.01,Redes sociais,0,98.7,9.4,38,2359.83,980.86
R01749,2024-09-11,L7,152,36.0,0.00,Sem divulgação,0,97.0,8.5,37,2544.79,900.33
R01750,2024-09-11,L6,190,46.0,218.30,Redes sociais,0,92.8,8.1,42,3183.75,1201.77
R01751,2024-09-11,L3,268,48.9,218.33,WhatsApp,0,95.1,12.1,32,2519.24,893.36
R01752,2024-09-11,L5,169,39.2,0.00,Sem divulgação,0,95.1,10.1,27,1850.50,715.38
R01753,2024-09-12,L4,132,34.3,59.91,Redes sociais,0,94.9,7.0,47,3269.72,1232.83
R01754,2024-09-12,L8,178,38.7,118.90,WhatsApp,20,96.8,8.1,78,4934.71,1647.18
R01755,2024-09-12,L2,131,26.0,0.00,Sem divulgação,0,97.1,9.5,37,2866.89,1045.99
R01756,2024-09-12,L1,155,39.4,111.10,Redes sociais,0,95.1,7.0,33,2066.20,850.54
R01757,2024-09-12,L7,212,50.3,175.17,Redes sociais,15,96.6,8.6,66,4295.91,1349.11
R01758,2024-09-12,L6,227,42.1,194.21,Redes sociais,0,96.5,11.2,51,3483.23,1330.08
R01759,2024-09-12,L3,244,49.1,180.24,Redes sociais,10,98.6,11.3,70,4872.94,1481.56
R01760,2024-09-12,L5,161,42.7,92.51,Redes sociais,15,92.1,9.4,27,1949.70,691.39
R01761,2024-09-13,L4,130,36.8,116.25,WhatsApp,0,98.9,6.9,51,3807.73,1456.86
R01762,2024-09-13,L8,108,31.9,0.00,Sem divulgação,0,97.8,6.5,52,3376.33,1348.63
R01763,2024-09-13,L2,167,37.8,110.82,WhatsApp,20,96.0,9.2,55,3977.67,1135.87
R01764,2024-09-13,L1,158,34.1,0.00,Sem divulgação,15,96.8,9.1,58,3714.48,1397.49
R01765,2024-09-13,L7,169,35.6,0.00,Sem divulgação,0,93.4,8.8,29,2585.92,959.63
R01766,2024-09-13,L6,187,38.1,0.00,Sem divulgação,0,96.4,11.9,51,3685.80,1406.22
R01767,2024-09-13,L3,169,42.5,0.00,Sem divulgação,0,94.1,7.6,33,2903.59,988.12
R01768,2024-09-13,L5,220,39.7,0.00,Sem divulgação,0,95.2,13.1,57,4440.08,1660.10
R01769,2024-09-14,L4,93,23.9,0.00,Sem divulgação,10,100.0,7.2,50,3801.37,1349.18
R01770,2024-09-14,L8,131,26.8,0.00,Sem divulgação,20,98.0,11.1,46,2283.96,711.40
R01771,2024-09-14,L2,172,31.1,0.00,Sem divulgação,15,95.6,8.3,55,3357.38,984.64
R01772,2024-09-14,L1,171,38.8,0.00,Sem divulgação,10,98.7,8.3,72,4605.06,1672.61
R01773,2024-09-14,L7,229,40.1,169.12,WhatsApp,15,94.5,12.1,53,3383.58,982.16
R01774,2024-09-14,L6,207,40.2,0.00,Sem divulgação,20,92.9,10.6,69,4852.70,1367.93
R01775,2024-09-14,L3,231,44.1,0.00,Sem divulgação,15,96.9,10.3,78,6491.95,1911.99
R01776,2024-09-14,L5,309,50.7,91.21,Mídia local,0,93.6,12.5,38,2955.13,1148.75
R01777,2024-09-16,L4,119,28.3,114.44,Redes sociais,0,97.5,6.8,53,3454.36,1404.42
R01778,2024-09-16,L8,131,28.9,167.16,Redes sociais,15,97.5,8.6,47,3097.78,1040.10
R01779,2024-09-16,L2,127,27.9,77.34,WhatsApp,0,94.5,10.7,24,1834.56,674.73
R01780,2024-09-16,L1,186,31.0,199.76,WhatsApp,10,96.7,11.9,57,3316.28,1317.76
R01781,2024-09-16,L7,178,32.6,167.77,Redes sociais,0,96.6,11.6,39,2971.75,1047.47
R01782,2024-09-16,L6,153,35.2,0.00,Sem divulgação,0,92.0,9.6,40,3012.62,1131.58
R01783,2024-09-16,L3,150,34.4,0.00,Sem divulgação,5,93.7,10.9,20,1536.25,512.65
R01784,2024-09-16,L5,202,40.5,118.35,Mídia local,0,94.9,10.2,32,2577.23,1002.00
R01785,2024-09-17,L4,79,23.5,0.00,Sem divulgação,5,97.2,,36,2636.98,988.53
R01786,2024-09-17,L8,138,27.1,76.38,Mídia local,0,97.7,,29,1811.48,738.04
R01787,2024-09-17,L2,111,27.8,94.82,Redes sociais,0,83.4,,22,1754.95,652.77
R01788,2024-09-17,L1,212,36.5,149.04,WhatsApp,10,95.3,,42,2392.11,901.06
R01789,2024-09-17,L7,136,32.1,0.00,Sem divulgação,0,95.7,,33,2228.92,825.52
R01790,2024-09-17,L6,171,33.1,104.64,Redes sociais,0,94.7,,37,2799.21,1033.70
R01791,2024-09-17,L3,212,32.8,0.00,Sem divulgação,20,94.3,,30,2252.89,536.27
R01792,2024-09-17,L5,204,44.5,180.90,WhatsApp,15,95.3,,49,3470.75,1122.77
R01793,2024-09-18,L4,150,30.8,147.33,Redes sociais,0,97.5,7.5,45,3164.09,1202.86
R01794,2024-09-18,L8,134,34.6,99.10,Redes sociais,10,92.5,6.8,53,3597.63,1314.20
R01795,2024-09-18,L2,110,23.1,0.00,Sem divulgação,15,95.6,8.9,34,2346.03,749.51
R01796,2024-09-18,L1,184,35.6,84.50,WhatsApp,20,96.5,10.1,71,3791.76,1256.32
R01797,2024-09-18,L7,155,34.6,0.00,Sem divulgação,0,95.7,10.2,40,3261.35,1205.63
R01798,2024-09-18,L6,184,38.3,0.00,Sem divulgação,5,95.4,9.6,47,2854.98,1016.15
R01799,2024-09-18,L3,188,39.7,57.97,Redes sociais,0,96.8,10.8,28,2348.45,807.45
R01800,2024-09-18,L5,269,40.7,90.30,Mídia local,5,84.2,14.2,41,2848.20,1052.73
R01801,2024-09-19,L4,145,32.8,80.92,Redes sociais,10,99.8,7.8,62,4471.95,1582.11
R01802,2024-09-19,L8,135,27.3,0.00,Sem divulgação,20,98.9,9.8,49,3168.00,1083.94
R01803,2024-09-19,L2,199,35.9,172.81,Mídia local,0,96.4,10.7,49,3790.92,1444.86
R01804,2024-09-19,L1,118,37.1,0.00,Sem divulgação,5,96.1,7.3,39,2246.89,878.91
R01805,2024-09-19,L7,179,36.8,0.00,Sem divulgação,0,94.8,10.5,22,1943.60,723.38
R01806,2024-09-19,L6,202,41.0,112.02,Redes sociais,0,95.7,9.7,37,2842.29,1069.08
R01807,2024-09-19,L3,230,45.3,163.05,Redes sociais,0,96.5,11.1,58,5243.84,1867.64
R01808,2024-09-19,L5,239,54.8,100.24,Redes sociais,10,95.5,8.5,39,2695.28,900.07
R01809,2024-09-20,L4,141,38.2,129.73,Redes sociais,5,97.4,6.7,59,4167.66,1481.94
R01810,2024-09-20,L8,118,26.1,0.00,Sem divulgação,0,95.7,8.6,23,1386.71,547.24
R01811,2024-09-20,L2,124,29.2,0.00,Sem divulgação,20,92.9,8.9,37,2397.84,671.37
R01812,2024-09-20,L1,166,36.2,127.12,Redes sociais,5,100.0,8.4,47,3205.86,1256.55
R01813,2024-09-20,L7,221,40.5,211.81,Redes sociais,10,96.7,11.5,55,4101.89,1336.68
R01814,2024-09-20,L6,176,38.0,0.00,Sem divulgação,15,94.3,8.5,74,4826.24,1540.39
R01815,2024-09-20,L3,145,36.0,0.00,Sem divulgação,5,98.4,7.3,46,4222.25,1449.56
R01816,2024-09-20,L5,290,49.3,225.81,Redes sociais,0,93.7,13.1,31,2255.97,860.27
R01817,2024-09-21,L4,134,37.7,85.04,WhatsApp,15,96.8,6.8,72,4546.72,1484.25
R01818,2024-09-21,L8,170,40.9,222.23,WhatsApp,15,95.2,7.6,77,4732.84,1582.14
R01819,2024-09-21,L2,127,28.9,0.00,Sem divulgação,0,94.1,7.9,29,1948.29,749.87
R01820,2024-09-21,L1,234,50.2,259.31,Redes sociais,5,97.0,10.0,69,3757.66,1418.67
R01821,2024-09-21,L7,197,38.3,106.53,WhatsApp,15,94.3,8.7,60,4319.43,1396.03
R01822,2024-09-21,L6,213,40.5,95.63,Redes sociais,0,92.8,11.4,53,3672.64,1434.53
R01823,2024-09-21,L3,205,43.2,0.00,Sem divulgação,5,96.3,9.7,52,3920.62,1319.29
R01824,2024-09-21,L5,232,40.1,0.00,Sem divulgação,15,93.3,14.7,39,2509.82,854.61
R01825,2024-09-23,L4,126,28.9,79.44,Redes sociais,0,98.8,9.3,49,4082.43,1584.51
R01826,2024-09-23,L8,146,42.2,141.46,Mídia local,10,95.8,6.2,58,3873.59,1413.76
R01827,2024-09-23,L2,180,33.3,133.80,Redes sociais,5,98.0,10.2,53,4782.36,1720.48
R01828,2024-09-23,L1,159,25.7,0.00,Sem divulgação,15,97.6,11.8,49,2989.67,1043.33
R01829,2024-09-23,L7,150,36.5,0.00,Sem divulgação,5,97.0,8.5,69,5275.84,1745.63
R01830,2024-09-23,L6,173,49.1,111.93,Redes sociais,15,78.5,8.8,27,1665.59,518.82
R01831,2024-09-23,L3,224,43.2,106.54,Mídia local,0,95.0,11.8,38,2953.01,1028.41
R01832,2024-09-23,L5,187,40.8,0.00,Sem divulgação,20,93.6,8.2,58,3757.81,1186.83
R01833,2024-09-24,L4,88,26.9,0.00,Sem divulgação,0,96.6,5.8,40,3832.39,1489.16
R01834,2024-09-24,L8,90,27.1,0.00,Sem divulgação,5,97.3,6.9,35,2136.80,829.51
R01835,2024-09-24,L2,185,37.1,155.78,WhatsApp,0,93.1,9.7,53,3943.50,1513.96
R01836,2024-09-24,L1,134,39.0,307.71,Redes sociais,20,95.5,7.8,49,2946.49,1046.34
R01837,2024-09-24,L7,227,44.3,230.84,Redes sociais,20,95.7,11.5,54,3447.86,920.91
R01838,2024-09-24,L6,164,36.9,0.00,Sem divulgação,0,96.1,9.5,56,3425.10,1298.57
R01839,2024-09-24,L3,181,38.3,141.30,WhatsApp,0,94.1,11.2,28,2430.79,844.58
R01840,2024-09-24,L5,204,45.3,92.80,Redes sociais,0,93.1,9.5,21,1780.24,704.34
R01841,2024-09-25,L4,135,33.9,162.49,WhatsApp,20,97.8,7.2,73,4562.21,1417.68
R01842,2024-09-25,L8,165,41.0,344.28,Mídia local,5,94.0,8.0,65,4525.44,1752.20
R01843,2024-09-25,L2,122,32.7,44.97,Mídia local,5,94.3,7.4,38,2867.40,1009.80
R01844,2024-09-25,L1,171,41.7,129.66,Redes sociais,0,97.7,8.3,44,2407.38,970.14
R01845,2024-09-25,L7,192,36.2,77.51,Mídia local,0,94.9,10.4,33,2865.41,1058.77
R01846,2024-09-25,L6,170,36.7,104.21,WhatsApp,0,96.5,9.9,32,2099.72,840.09
R01847,2024-09-25,L3,215,47.0,163.77,WhatsApp,10,94.6,10.1,41,3693.33,1146.31
R01848,2024-09-25,L5,193,46.5,0.00,Sem divulgação,15,93.1,10.5,32,2335.50,816.94
R01849,2024-09-26,L4,101,18.3,0.00,Sem divulgação,5,100.0,10.1,31,2178.39,834.67
R01850,2024-09-26,L8,130,34.5,88.70,WhatsApp,0,93.2,6.2,47,2671.08,1103.64
R01851,2024-09-26,L2,128,25.6,0.00,Sem divulgação,0,94.7,10.4,26,1792.63,652.85
R01852,2024-09-26,L1,119,26.3,0.00,Sem divulgação,5,97.8,9.1,43,2739.39,1100.99
R01853,2024-09-26,L7,234,42.8,100.52,WhatsApp,5,94.6,11.0,56,4125.76,1356.86
R01854,2024-09-26,L6,225,38.7,120.68,WhatsApp,0,96.5,12.1,57,4251.95,1609.48
R01855,2024-09-26,L3,218,46.3,173.23,Redes sociais,0,96.8,9.2,50,4341.52,1548.34
R01856,2024-09-26,L5,204,48.5,109.89,Redes sociais,10,94.4,9.8,38,2322.63,855.68
R01857,2024-09-27,L4,118,27.0,0.00,Sem divulgação,0,100.0,8.0,39,2616.31,982.11
R01858,2024-09-27,L8,170,36.2,110.23,WhatsApp,10,98.4,8.0,52,4090.00,1462.24
R01859,2024-09-27,L2,134,32.7,0.00,Sem divulgação,0,94.1,7.6,43,3500.88,1267.19
R01860,2024-09-27,L1,213,41.5,103.74,Mídia local,5,94.1,10.5,58,3913.28,1520.81
R01861,2024-09-27,L7,275,50.6,141.84,Redes sociais,5,94.9,10.9,54,4332.87,1435.71
R01862,2024-09-27,L6,168,38.2,0.00,Sem divulgação,10,93.9,8.2,41,2424.73,807.67
R01863,2024-09-27,L3,182,42.8,0.00,Sem divulgação,5,98.1,8.8,40,3117.69,1007.41
R01864,2024-09-27,L5,284,43.6,0.00,Sem divulgação,0,94.2,14.7,27,2028.71,781.33
R01865,2024-09-28,L4,195,38.5,275.29,WhatsApp,10,97.6,10.8,71,4552.57,1591.65
R01866,2024-09-28,L8,210,33.1,89.06,WhatsApp,0,97.4,12.4,44,2896.72,1141.66
R01867,2024-09-28,L2,135,32.7,0.00,Sem divulgação,10,95.4,7.4,58,3899.15,1290.37
R01868,2024-09-28,L1,181,38.2,75.85,WhatsApp,20,98.3,10.3,57,3037.21,965.56
R01869,2024-09-28,L7,198,39.9,0.00,Sem divulgação,0,96.1,10.7,42,3050.59,1127.54
R01870,2024-09-28,L6,229,46.4,105.77,Redes sociais,10,92.9,9.3,48,3269.78,1096.11
R01871,2024-09-28,L3,219,43.6,0.00,Sem divulgação,10,96.9,12.2,38,3029.21,913.78
R01872,2024-09-28,L5,247,56.4,197.80,Mídia local,0,93.9,9.4,29,2057.53,763.08
R01873,2024-09-30,L4,109,28.3,80.53,Redes sociais,10,98.6,7.7,37,2284.88,821.46
R01874,2024-09-30,L8,114,22.2,0.00,Sem divulgação,0,95.3,9.4,34,1869.35,756.82
R01875,2024-09-30,L2,102,32.1,101.47,Mídia local,0,95.1,5.6,42,3518.89,1309.59
R01876,2024-09-30,L1,141,37.0,141.98,Redes sociais,5,95.2,8.2,39,2529.47,975.37
R01877,2024-09-30,L7,165,31.0,174.60,Mídia local,0,95.8,10.6,35,2793.40,1025.77
R01878,2024-09-30,L6,149,32.1,0.00,Sem divulgação,20,96.6,9.0,38,2240.54,653.68
R01879,2024-09-30,L3,200,40.4,48.45,Redes sociais,20,95.5,9.5,51,4114.09,1043.58
R01880,2024-09-30,L5,164,44.1,52.14,WhatsApp,15,93.2,8.3,39,2336.10,787.38
R01881,2024-10-01,L4,99,29.7,56.47,WhatsApp,15,89.9,5.6,37,2663.93,856.17
R01882,2024-10-01,L8,146,33.4,183.65,Mídia local,0,95.9,8.2,50,3466.27,1394.55
R01883,2024-10-01,L2,139,32.5,105.07,WhatsApp,5,95.2,8.4,53,4390.45,1431.55
R01884,2024-10-01,L1,127,27.0,0.00,Sem divulgação,15,95.3,9.5,37,2338.56,839.77
R01885,2024-10-01,L7,110,33.1,0.00,Sem divulgação,10,93.9,6.3,31,2207.23,742.09
R01886,2024-10-01,L6,134,34.2,0.00,Sem divulgação,0,95.0,8.6,30,2455.06,950.68
R01887,2024-10-01,L3,236,39.5,120.03,WhatsApp,10,96.2,14.3,25,1786.77,539.46
R01888,2024-10-01,L5,202,41.9,0.00,Sem divulgação,5,94.1,10.0,33,2565.01,963.94
R01889,2024-10-02,L4,113,33.3,127.94,WhatsApp,0,93.7,6.0,34,2472.77,939.60
R01890,2024-10-02,L8,146,30.9,150.41,WhatsApp,5,97.9,10.4,50,3175.32,1247.33
R01891,2024-10-02,L2,207,36.3,100.01,Redes sociais,0,96.0,11.6,39,2856.20,1064.92
R01892,2024-10-02,L1,194,43.0,134.01,Redes sociais,20,86.8,9.4,56,2839.02,989.39
R01893,2024-10-02,L7,229,42.4,111.87,Redes sociais,0,94.4,12.4,36,2623.29,962.61
R01894,2024-10-02,L6,187,45.0,121.42,Redes sociais,20,95.7,8.8,56,3121.87,901.20
R01895,2024-10-02,L3,164,33.9,0.00,Sem divulgação,10,92.7,10.9,25,2073.55,647.45
R01896,2024-10-02,L5,279,44.7,199.23,WhatsApp,0,97.5,14.4,32,2594.97,993.99
R01897,2024-10-03,L4,110,31.8,69.74,Redes sociais,5,98.5,6.7,45,2795.06,1056.29
R01898,2024-10-03,L8,96,29.6,0.00,Sem divulgação,5,96.4,6.8,30,2205.48,896.33
R01899,2024-10-03,L2,183,31.4,87.25,WhatsApp,0,94.1,12.0,36,2070.75,780.15
R01900,2024-10-03,L1,155,36.1,0.00,Sem divulgação,0,96.2,9.0,37,2171.99,872.84
R01901,2024-10-03,L7,213,39.6,169.02,WhatsApp,0,97.1,11.2,42,3546.62,1229.20
R01902,2024-10-03,L6,167,41.3,0.00,Sem divulgação,5,81.9,9.5,19,1169.04,410.90
R01903,2024-10-03,L3,228,44.2,117.85,Redes sociais,0,95.5,10.5,42,3069.32,1077.21
R01904,2024-10-03,L5,248,51.6,134.01,Redes sociais,0,91.7,9.8,29,2012.35,781.08
R01905,2024-10-04,L4,161,33.2,105.53,Redes sociais,0,97.1,10.4,54,3929.95,1481.30
R01906,2024-10-04,L8,117,37.2,0.00,Sem divulgação,10,96.2,5.6,39,2411.99,899.81
R01907,2024-10-04,L2,181,36.3,60.18,Redes sociais,0,98.6,8.3,51,3189.19,1192.73
R01908,2024-10-04,L1,181,35.5,89.99,WhatsApp,10,97.6,8.7,63,3973.90,1457.12
R01909,2024-10-04,L7,189,34.5,0.00,Sem divulgação,15,96.9,13.0,59,4182.60,1257.50
R01910,2024-10-04,L6,200,44.0,100.63,Mídia local,15,93.5,10.6,55,2833.24,919.84
R01911,2024-10-04,L3,185,41.5,0.00,Sem divulgação,0,94.1,10.9,27,2203.41,780.19
R01912,2024-10-04,L5,250,47.4,0.00,Sem divulgação,10,96.0,11.9,64,4113.29,1452.05
R01913,2024-10-05,L4,136,34.2,122.63,WhatsApp,10,100.0,8.3,47,3185.14,1118.79
R01914,2024-10-05,L8,211,40.8,81.80,Mídia local,0,98.4,9.9,70,5186.20,2027.13
R01915,2024-10-05,L2,192,40.0,91.33,Redes sociais,10,99.2,8.4,84,5780.44,2010.24
R01916,2024-10-05,L1,178,38.5,0.00,Sem divulgação,0,98.4,10.6,42,2924.00,1182.72
R01917,2024-10-05,L7,209,44.2,75.95,Redes sociais,20,98.2,10.1,71,4958.07,1522.81
R01918,2024-10-05,L6,241,41.4,135.77,WhatsApp,20,94.2,12.5,75,5284.07,1512.37
R01919,2024-10-05,L3,260,48.1,138.97,Redes sociais,10,96.3,12.6,46,3967.99,1337.65
R01920,2024-10-05,L5,299,56.6,148.48,Mídia local,0,93.1,11.6,54,3616.02,1367.47
R01921,2024-10-07,L4,155,36.0,219.46,Redes sociais,0,96.4,7.2,55,4026.96,1580.10
R01922,2024-10-07,L8,154,31.6,90.10,Redes sociais,0,91.5,8.2,53,3142.81,1246.38
R01923,2024-10-07,L2,188,34.2,63.29,Redes sociais,0,96.8,11.7,54,4342.85,1611.54
R01924,2024-10-07,L1,141,31.7,108.92,Redes sociais,0,95.1,8.7,35,2549.91,1048.05
R01925,2024-10-07,L7,191,38.8,200.69,Redes sociais,0,96.3,11.8,48,3808.03,1377.84
R01926,2024-10-07,L6,195,43.3,231.68,Redes sociais,0,94.0,9.4,43,3069.68,1155.07
R01927,2024-10-07,L3,239,38.5,150.27,Mídia local,0,95.6,13.5,27,2260.48,788.49
R01928,2024-10-07,L5,212,42.4,0.00,Sem divulgação,20,95.8,10.6,55,3912.36,1302.81
R01929,2024-10-08,L4,149,33.7,147.53,Redes sociais,0,96.9,9.1,43,2826.04,1100.56
R01930,2024-10-08,L8,145,29.5,0.00,Sem divulgação,0,96.3,9.7,49,3411.80,1281.59
R01931,2024-10-08,L2,178,26.4,0.00,Sem divulgação,0,97.3,14.9,48,3704.60,1368.54
R01932,2024-10-08,L1,218,33.5,164.38,Redes sociais,10,96.5,13.7,48,2939.53,1095.66
R01933,2024-10-08,L7,126,31.2,0.00,Sem divulgação,5,96.4,8.1,32,2544.30,831.84
R01934,2024-10-08,L6,257,45.6,132.40,Mídia local,0,94.7,12.2,34,1960.93,732.69
R01935,2024-10-08,L3,252,48.3,246.93,WhatsApp,0,96.5,11.8,41,3649.29,1249.31
R01936,2024-10-08,L5,193,43.7,0.00,Sem divulgação,0,97.9,9.9,51,4235.56,1624.95
R01937,2024-10-09,L4,106,21.3,0.00,Sem divulgação,0,96.2,10.9,33,2198.09,847.56
R01938,2024-10-09,L8,126,32.3,122.68,WhatsApp,0,94.3,6.0,51,3337.22,1316.72
R01939,2024-10-09,L2,108,33.6,68.49,WhatsApp,0,97.9,3.8,50,3561.95,1333.25
R01940,2024-10-09,L1,116,31.1,0.00,Sem divulgação,0,96.5,7.7,25,1563.82,646.97
R01941,2024-10-09,L7,183,43.2,109.17,Mídia local,15,96.4,8.8,74,5426.15,1638.31
R01942,2024-10-09,L6,170,40.3,0.00,Sem divulgação,0,93.9,9.0,52,3131.40,1243.76
R01943,2024-10-09,L3,243,43.3,138.78,WhatsApp,0,94.8,11.8,44,3385.28,1187.39
R01944,2024-10-09,L5,241,48.2,56.34,Redes sociais,20,93.9,10.3,55,3264.09,1023.91
R01945,2024-10-10,L4,140,34.6,162.66,WhatsApp,5,97.9,7.9,40,2438.84,915.51
R01946,2024-10-10,L8,209,39.6,195.16,WhatsApp,0,96.7,8.5,65,4583.57,1815.08
R01947,2024-10-10,L2,163,34.5,157.17,Redes sociais,5,97.2,9.6,64,4416.24,1628.99
R01948,2024-10-10,L1,200,41.7,198.64,Mídia local,5,99.5,9.8,65,3592.32,1405.78
R01949,2024-10-10,L7,223,46.3,145.86,WhatsApp,20,94.5,10.6,47,3301.65,992.11
R01950,2024-10-10,L6,190,42.8,0.00,Sem divulgação,15,92.9,10.4,54,3328.80,1072.06
R01951,2024-10-10,L3,176,40.0,0.00,Sem divulgação,0,99.6,9.4,38,3227.43,1170.35
R01952,2024-10-10,L5,199,37.0,0.00,Sem divulgação,10,94.5,11.8,29,2377.62,825.27
R01953,2024-10-11,L4,159,33.4,106.46,Mídia local,0,97.3,8.9,68,4842.60,1905.27
R01954,2024-10-11,L8,142,33.9,0.00,Sem divulgação,20,97.2,7.5,63,3988.73,1345.32
R01955,2024-10-11,L2,192,40.4,72.32,Redes sociais,15,92.4,9.0,65,4771.51,1518.99
R01956,2024-10-11,L1,165,42.0,103.07,WhatsApp,20,97.1,8.0,50,2830.71,849.61
R01957,2024-10-11,L7,142,33.9,0.00,Sem divulgação,20,92.8,9.6,46,3747.56,1154.02
R01958,2024-10-11,L6,188,44.1,90.37,WhatsApp,0,96.6,8.8,39,2728.13,1051.81
R01959,2024-10-11,L3,204,34.7,0.00,Sem divulgação,15,98.1,13.3,36,2760.24,813.84
R01960,2024-10-11,L5,249,45.8,65.56,Redes sociais,15,95.7,13.2,51,3751.22,1341.78
R01961,2024-10-12,L4,141,30.4,74.51,Mídia local,10,95.6,7.4,57,3890.57,1330.63
R01962,2024-10-12,L8,145,36.9,138.98,WhatsApp,0,99.1,7.6,58,4027.47,1671.46
R01963,2024-10-12,L2,151,40.8,169.82,Mídia local,5,95.9,6.2,48,3498.87,1246.70
R01964,2024-10-12,L1,137,39.4,52.43,Redes sociais,15,95.4,7.7,54,3102.24,1056.20
R01965,2024-10-12,L7,217,43.5,0.00,Sem divulgação,10,97.8,9.6,62,4571.87,1496.05
R01966,2024-10-12,L6,208,42.4,0.00,Sem divulgação,0,97.1,11.5,42,2769.86,1048.63
R01967,2024-10-12,L3,325,47.0,119.27,WhatsApp,5,94.5,15.4,33,2857.68,982.47
R01968,2024-10-12,L5,253,57.8,159.84,Mídia local,0,95.2,9.7,60,3681.85,1453.59
R01969,2024-10-14,L4,78,21.0,0.00,Sem divulgação,5,98.1,7.0,27,2063.76,771.68
R01970,2024-10-14,L8,127,32.7,159.53,Redes sociais,0,98.0,7.3,39,2885.27,1152.05
R01971,2024-10-14,L2,124,20.2,0.00,Sem divulgação,0,96.6,11.7,29,2357.37,837.56
R01972,2024-10-14,L1,115,34.4,57.79,Redes sociais,0,94.9,9.5,20,1349.38,553.97
R01973,2024-10-14,L7,137,32.3,0.00,Sem divulgação,0,96.9,7.8,25,1785.30,632.09
R01974,2024-10-14,L6,228,40.8,103.28,WhatsApp,15,93.7,12.4,65,4257.54,1469.98
R01975,2024-10-14,L3,194,39.7,0.00,Sem divulgação,10,95.3,10.7,24,1476.09,462.74
R01976,2024-10-14,L5,164,33.3,0.00,Sem divulgação,0,93.9,10.0,29,2419.29,980.63
R01977,2024-10-15,L4,88,27.2,0.00,Sem divulgação,0,97.5,5.9,24,2045.77,803.75
R01978,2024-10-15,L8,140,35.2,142.85,Mídia local,15,98.5,6.1,58,3851.21,1380.15
R01979,2024-10-15,L2,137,38.4,130.94,Mídia local,10,94.7,8.6,46,4040.50,1404.60
R01980,2024-10-15,L1,150,26.8,0.00,Sem divulgação,15,99.6,10.1,56,3513.21,1236.07
R01981,2024-10-15,L7,188,43.2,108.57,Redes sociais,5,94.4,8.5,42,3289.12,1126.15
R01982,2024-10-15,L6,161,34.4,0.00,Sem divulgação,5,94.2,11.0,39,2940.13,1053.33
R01983,2024-10-15,L3,171,44.3,0.00,Sem divulgação,0,91.6,7.7,31,2660.20,919.49
R01984,2024-10-15,L5,181,43.6,0.00,Sem divulgação,15,93.6,9.7,25,1563.40,469.46
R01985,2024-10-16,L4,102,30.7,67.71,Redes sociais,0,97.4,5.9,35,2609.77,1018.95
R01986,2024-10-16,L8,116,30.4,87.63,WhatsApp,0,95.4,6.9,31,2323.70,960.78
R01987,2024-10-16,L2,193,37.1,180.36,WhatsApp,0,94.4,10.2,45,3296.04,1185.14
R01988,2024-10-16,L1,120,31.2,0.00,Sem divulgação,10,96.6,7.6,32,1874.00,689.04
R01989,2024-10-16,L7,195,36.5,60.17,Redes sociais,10,97.2,10.5,52,4570.42,1478.65
R01990,2024-10-16,L6,134,33.2,0.00,Sem divulgação,0,91.7,8.1,31,2326.22,914.90
R01991,2024-10-16,L3,106,34.7,0.00,Sem divulgação,20,96.2,6.5,40,2585.41,634.75
R01992,2024-10-16,L5,215,43.4,0.00,Sem divulgação,0,96.9,10.5,50,4082.71,1598.79
R01993,2024-10-17,L4,115,32.1,0.00,Sem divulgação,0,95.4,5.9,32,2070.75,809.77
